ID,圖檔,分類,備註,限制(EN),原文,EN,JA,KO,SC
lang_015dff9c,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/VersionUp_Panel/Yes_Button/Text (Legacy)
language",,確認,Confirm,確認,확인,确认
lang_03c459c0,,,"Assets/_StripCasino/Scenes/Lobby.unity
Canvas/LobbyPanel/VersionUp_Panel/No_Button/Text (Legacy)
language",,返回,Back,戻る,뒤로가기,返回
lang_75584c02,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ShopIntroduce/Diagol_1/Text
language",,紫色情緒 → 自己點數 -3,Purple Mood → Your Score -3,紫のムード →  自分の点数を-3,보라색 무드 → 자신의 점수 -3,紫色心情 → 自己点数 -3
lang_933312db,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ShopIntroduce/Diagol_2/Text
language",,占卜水晶 → 查看女荷官蓋牌，牌庫第一第二張牌,"Divination Crystal → Peek at female dealer's hole card, deck's 1st and 2nd card",占い水晶 → 女ディーラーの穴札と 山札の1枚目・2枚目を確認,"점술 수정 → 여성 딜러의 홀카드와 덱의 1번째, 2번째 카드 확인",占卜水晶 → 查看女荷官盖牌，牌库第一第二张牌
lang_35c05a44,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ShopIntroduce/Diagol_3/Text
language",,均衡徽章 → 使你的點數和女荷官相同,Balance Badge → Makes your points equal to the dealer’s,均衡のバッジ → あなたの点数をディーラーと同じにする,균형 배지 → 당신의 점수를 딜러와 동일하게 만든다,均衡徽章 → 使你的点数和女荷官相同
lang_34dfab9d,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ShopIntroduce/Diagol_4/Text
language",,魔眼石 → 查看女荷官蓋牌，牌庫第一張牌,Magic Eye Stone → Peek at female dealer's hole card and deck's 1st card,魔眼石 → 女ディーラーの穴札と山札の1枚目を確認,마안석 → 여성 딜러의 홀카드와 덱의 1번째 카드 확인,魔眼石 → 查看女荷官盖牌，牌库第一张牌
lang_8d55d8b6,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ShopIntroduce/Diagol_5/Text
language",,酒瓶 → 你的點數翻倍,Wine Bottle → Double Your Points,ワインボトル → あなたのポイントを倍増させる,와인 병 → 당신 점수 배수,酒瓶 → 你的点数翻倍
lang_f8bbe1cf,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ShopIntroduce/Diagol_6/Text
language",,藏寶圖殘片 → 若你的點數超過21，可以隨機減去3~5（救場道具）,"Treasure Map Fragment → If your points exceed 21, randomly reduce 3~5 (a bailout item)",宝の地図の断片 → 点数が21を超える場合、3〜5ポイントをランダムに減らす（救済アイテム）,보물지도 조각 → 당신의 점수가 21을 초과하면 3~5을 랜덤으로 줄일 수 있음 (구조 아이템),藏宝图残片 → 若你的点数超过21，可以随机减去3~5（救场道具）
lang_d9100998,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ShopIntroduce/Diagol_7/Text
language",,幸運幣 → 你的點數+1,Lucky Coin → Your points +1,幸運のコイン → 自分の点数を+1,행운의 동전 → 당신의 점수 +1,幸运币 → 你的点数+1
lang_75337961,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ShopIntroduce/Diagol_8/Text
language",,透視藥水 → 查看牌庫第一第二張牌,Clairvoyance Potion → Peek at deck's 1st and 2nd card,透視の薬 →山札の1枚目・2枚目を確認,"투시 물약 → 덱의 1번째, 2번째 카드 확인",透视药水 →看牌库第一第二张牌
lang_237da0fa,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ShopIntroduce/Diagol_9/Text
language",,綠色情緒 → 自己點數 +3,Green Mood → Your Score +3,緑のムード→ 自分の点数を +3,초록색 무드 → 자신의 점수 +3,绿色心情 → 自己点数 +3
lang_3f6c1cf6,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ShopIntroduce/Diagol_10/Text
language",,匕首 → 牌庫第一張牌置於牌庫底部,Dagger → Move the first card of the deck to the bottom of the deck,短剣 → デッキの一番上のカードをデッキの底に置く,단검 → 덱의 맨 위 카드를 덱 바닥으로 이동,匕首 → 牌库第一张牌置于牌库底部
lang_e309b3dd,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ShopIntroduce/Diagol_11/Text
language",,黑棋子 → 你的點數+5,Black Chess Piece → Your Points +5,黒い駒 → あなたの点数+5,검은 말 → 당신 점수 +5,黑棋子 → 你的点数+5
lang_c71b2cd8,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ShopIntroduce/Diagol_12/Text
language",,魔眼藥水 → 牌庫洗牌,Magic Eye Potion → Shuffle the Deck,魔眼薬水 → デッキをシャッフル,마안 약수 → 덱 섞기,魔眼药水 → 牌库洗牌
lang_03146c0f,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ShopIntroduce/Diagol_13/Text
language",,空瓶 → 女荷官的點數翻倍,Empty Bottle → Double the female dealer's points,空き瓶  → 女ディーラーの点数を倍に,빈 병 → 여성 딜러 점수 배수,空瓶 → 女荷官的点数翻倍
lang_198c8842,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ShopIntroduce/Diagol_14/Text
language",,白棋子 → 女荷官點數＋5,White Chess Piece → Female Dealer Points +5,白い駒 → 女ディーラーの点数+5,흰 말 → 여성 딜러 점수 +5,白棋子 → 女荷官点数＋5
lang_2d3c9789,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ShopIntroduce/Diagol_15/Text
language",,厄運幣 → 玩家的點數-1,Misfortune Coin → Player's Points -1,厄運コイン → プレイヤーの点数-1,불운 동전 → 플레이어 점수 -1,厄运币 → 玩家的点数-1
lang_36e4f384,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ShopIntroduce/Diagol_16/Text
language",,皇室家徽 → 這局獲勝的話雙倍獎勵,Royal Crest → Double reward if win this round,王室家紋 → この局勝利で報酬2倍,왕실 문장 → 이 판 승리 시 보상 2배,皇室家徽 → 这局获胜的话双倍奖励
lang_785adbad,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/BalancePanel/Balance
language",,餘額,Balance,残高,잔액,余额
lang_ca1866af,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ItemPanel/USE/Text (Legacy)
language",,使用,Use,使用,사용,使用
lang_ddfe145a,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ItemPanel/ShopIntroduce/Diagol_1/Text
language",,紫色情緒 → 自己點數 -3,Purple Mood → Your Score -3,紫のムード → 自分の点数を-3,보라색 무드 → 자신의 점수 -3,紫色心情 → 自己点数 -3
lang_92ea2793,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ItemPanel/ShopIntroduce/Diagol_2/Text
language",,占卜水晶 → 查看女荷官蓋牌，牌庫第一第二張牌,"Divination Crystal → Peek at female dealer's hole card, deck's 1st and 2nd card",占い水晶 → 女ディーラーの穴札と 山札の1枚目・2枚目を確認,"점술 수정 → 여성 딜러의 홀카드와 덱의 1번째, 2번째 카드 확인",占卜水晶 → 查看女荷官盖牌，牌库第一第二张牌
lang_3be96e3c,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ItemPanel/ShopIntroduce/Diagol_3/Text
language",,均衡徽章 → 使你的點數和女荷官相同,Balance Badge → Makes your points equal to the dealer’s,均衡のバッジ → あなたの点数をディーラーと同じにする,균형 배지 → 당신의 점수를 딜러와 동일하게 만든다,均衡徽章 → 使你的点数和女荷官相同
lang_966646f5,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ItemPanel/ShopIntroduce/Diagol_4/Text
language",,魔眼石 → 查看女荷官蓋牌，牌庫第一張牌,Magic Eye Stone → Peek at female dealer's hole card and deck's 1st card,魔眼石 → 女ディーラーの穴札と山札の1枚目を確認,마안석 → 여성 딜러의 홀카드와 덱의 1번째 카드 확인,魔眼石 → 查看女荷官盖牌，牌库第一张牌
lang_31b1f06e,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ItemPanel/ShopIntroduce/Diagol_5/Text
language",,酒瓶 → 你的點數翻倍,Wine Bottle → Double Your Points,ワインボトル → あなたのポイントを倍増させる,와인 병 → 당신 점수 배수,酒瓶 → 你的点数翻倍
lang_029801e7,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ItemPanel/ShopIntroduce/Diagol_6/Text
language",,藏寶圖殘片 → 若你的點數超過21，可以隨機減去3~5（救場道具）,"Treasure Map Fragment → If your points exceed 21, randomly reduce 3~5 (a bailout item)",宝の地図の断片 → 点数が21を超える場合、3〜5ポイントをランダムに減らす（救済アイテム）,보물지도 조각 → 당신의 점수가 21을 초과하면 3~5을 랜덤으로 줄일 수 있음 (구조 아이템),藏宝图残片 → 若你的点数超过21，可以随机减去3~5（救场道具）
lang_883b0790,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ItemPanel/ShopIntroduce/Diagol_7/Text
language",,幸運幣 → 你的點數+1,Lucky Coin → Your points +1,幸運のコイン → 自分の点数を+1,행운의 동전 → 당신의 점수 +1,幸运币 → 你的点数+1
lang_9cd17da9,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ItemPanel/ShopIntroduce/Diagol_8/Text
language",,透視藥水 → 查看牌庫第一第二張牌,Clairvoyance Potion → Peek at deck's 1st and 2nd card,透視の薬 →山札の1枚目・2枚目を確認,"투시 물약 → 덱의 1번째, 2번째 카드 확인",透视药水 →看牌库第一第二张牌
lang_56955e62,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ItemPanel/ShopIntroduce/Diagol_9/Text
language",,綠色情緒 → 自己點數 +3,Green Mood → Your Score +3,緑のムード→ 自分の点数を +3,초록색 무드 → 자신의 점수 +3,绿色心情 → 自己点数 +3
lang_3a7dc93e,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ItemPanel/ShopIntroduce/Diagol_10/Text
language",,匕首 → 牌庫第一張牌置於牌庫底部,Dagger → Move the first card of the deck to the bottom of the deck,短剣 → デッキの一番上のカードをデッキの底に置く,단검 → 덱의 맨 위 카드를 덱 바닥으로 이동,匕首 → 牌库第一张牌置于牌库底部
lang_c7c06b85,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ItemPanel/ShopIntroduce/Diagol_11/Text
language",,黑棋子 → 你的點數+5,Black Chess Piece → Your Points +5,黒い駒 → あなたの点数+5,검은 말 → 당신 점수 +5,黑棋子 → 你的点数+5
lang_793d0820,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ItemPanel/ShopIntroduce/Diagol_12/Text
language",,魔眼藥水 → 牌庫洗牌,Magic Eye Potion → Shuffle the Deck,魔眼薬水 → デッキをシャッフル,마안 약수 → 덱 섞기,魔眼药水 → 牌库洗牌
lang_fefc3fb7,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ItemPanel/ShopIntroduce/Diagol_13/Text
language",,空瓶 → 女荷官的點數翻倍,Empty Bottle → Double the female dealer's points,空き瓶  → 女ディーラーの点数を倍に,빈 병 → 여성 딜러 점수 배수,空瓶 → 女荷官的点数翻倍
lang_e563a02a,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ItemPanel/ShopIntroduce/Diagol_14/Text
language",,白棋子 → 女荷官點數＋5,White Chess Piece → Female Dealer Points +5,白い駒 → 女ディーラーの点数+5,흰 말 → 여성 딜러 점수 +5,白棋子 → 女荷官点数＋5
lang_ade57111,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ItemPanel/ShopIntroduce/Diagol_15/Text
language",,厄運幣 → 玩家的點數-1,Misfortune Coin → Player's Points -1,厄運コイン → プレイヤーの点数-1,불운 동전 → 플레이어 점수 -1,厄运币 → 玩家的点数-1
lang_909d990c,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/ItemPanel/ShopIntroduce/Diagol_16/Text
language",,皇室家徽 → 這局獲勝的話雙倍獎勵,Royal Crest → Double reward if win this round,王室家紋 → この局勝利で報酬2倍,왕실 문장 → 이 판 승리 시 보상 2배,皇室家徽 → 这局获胜的话双倍奖励
lang_f461e6ef,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/LeaveButton/leave
language",,離開,leave,退出,열기,离开
lang_901c8f28,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/MakeSureLeavePanel/Panel/insurance
language",,確定要離開嗎？,Are you sure you want to leave?,本当に退出しますか？,정말로 나가시겠습니까?,确定要离开吗？
lang_8736fcb1,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/MakeSureLeavePanel/Panel/YesButton/Yes
language",,是,Yes,はい,예,是
lang_45cda801,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/MakeSureLeavePanel/Panel/NoButton/NO
language",,否,NO,いいえ,아니오,否
lang_8872c946,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/PauseMenu/Pause
language",,暂停,PAUSE,一時停止,일시정지,暂停
lang_837d10a0,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/PauseMenu/BackMenu/Text (Legacy)
language",,返回主選單,Return to Title,タイトルへ戻る,타이틀로 돌아가기,返回主菜单
lang_de13a132,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/PauseMenu/Title_Setting_BGM/Text (Legacy) (1)
language",,BGM,BGM,BGM,BGM,BGM
lang_f4687eb1,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/PauseMenu/Title_Setting_SE/Text (Legacy) (2)
language",,効果音,Sound Effect,効果音,효과음,效果音
lang_5c7d44d7,,,"Assets/_StripCasino/Scenes/Shop.unity
Canvas/PauseMenu/Title_Setting_Voice/Text (Legacy) (2)
language",,語音,Voice,ボイス,보이스,语音
lang_485967aa,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/AVG/Black_Half_AVG/Skip/Text (Legacy) (1)
language",,跳過,Skip,スキップ,스킵,跳过
lang_e44fec17,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/AVG/Black_Half_AVG/Auto/Text (Legacy)Off
language",,自動off,Auto Off,オートoff,자동off,自动off
lang_4ba8f043,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/AVG/Black_Half_AVG/Auto/Text (Legacy)On
language",,自動on,Auto On,オートon,자동on,自动on
lang_5084a003,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/AVG/Black_Half_AVG/Name/Text_Anto
language",,安托,Anto,アンバー,앰버,安托
lang_ee00745d,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/AVG/Black_Half_AVG/Name/Text_Hetty
language",,赫蒂,Hetty,ヘティ,헤티,赫蒂
lang_31eb18cf,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/AVG/Black_Half_AVG/Name/Text_Alice
language",,愛麗絲,Alice,アリス,앨리스,爱丽丝
lang_da92edbb,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/AVG/Black_Half_AVG/Name/Text_BlackMarketer
language",,黑市商人,Marketer,闇商人,암시장 상인,黑市商人
lang_51d82e2a,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/AVG/Black_Half_AVG/Name/Text_NPC_1
language",,冒險者,Adventurer,冒険者,모험가,冒险者
lang_5e5606dd,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/AVG/Black_Half_AVG/Name/Text_NPC_2
language",,冒險者,Adventurer,冒険者,모험가,冒险者
lang_f797ee57,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/AVG/Black_Half_AVG/Name/Text_Andon
language",,安東,Andon,アンドン,안돈,安东
lang_0d750493,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/AVG/Black_Half_AVG/Name/Text_Enemy
language",,委託人,Client,依頼人,의뢰인,委托人
lang_a5a75b1f,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/AVG/Black_Half_AVG/Name/Text_Eirik
language",,艾里克,Eirik,エイリーク,에이리크,艾里克
lang_71ae1be7,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/AVG/Black_Half_AVG/Name/Text_MimicHades
language",,擬態怪・哈迪斯,Mimic Hades,ミミックハデス,미믹 하데스,拟态怪·哈迪斯
lang_1871277d,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/AVG/Black_Half_AVG/Name/Text_Doll3
language",,人形3號,Doll Unit-3,人形3,인형 3호,人形3号
lang_87b14a68,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/AVG/Black_Half_AVG/Name/Text_NPC_3
language",,冒險者,Adventurer,冒険者,모험가,冒险者
lang_2248ab63,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/AVG/Black_Half_AVG/Name/Text_NPC_4
language",,冒險者,Adventurer,冒険者,모험가,冒险者
lang_f748f943,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/AVG/Black_Half_AVG/Name/Text_Jeweler
language",,珠寶店老闆,Jeweler,宝石店店主,보석상 주인,珠宝店老板
lang_2e3044ff,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/RecipePanel/BalancePanel/Balance
language",,餘額,Balance,残高,잔액,余额
lang_ed03f3f6,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/RecipePanel/Mask/List/Wine_1/Name_Recipe
language",,龍焰酒,Dragonflame Ale,ドラゴンフレイム酒,드래곤플레임 에일,龙焰酒
lang_6f6e886d,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/RecipePanel/Mask/List/Wine_2/Name_Recipe
language",,魔女之吻,Witch’s Kiss,魔女のキス,마녀의 입맞춤,魔女之吻
lang_3cfde17c,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/RecipePanel/Mask/List/Wine_3/Name_Recipe
language",,精靈樹蜂蜜酒,Elven Nectar,エルフの蜜酒,엘프의 꿀술,精灵树蜂蜜酒
lang_f634f0d3,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/RecipePanel/Mask/List/Wine_4/Name_Recipe
language",,冰結之息,Breath of Frost,氷結の吐息,프로스트 브레스,冰结之息
lang_a10d4f5a,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/RecipePanel/Mask/List/Wine_5/Name_Recipe
language",,秘法紅石酒,Arcana Ruby,アルカナ・ルビー,아르카나 루비,秘法红石酒
lang_ccdfe741,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/RecipePanel/Mask/List/Wine_6/Name_Recipe
language",,霧花酒,Misty Bloom,ミスティ・ブルーム,미스티 블룸 ,雾花酒
lang_05e0e570,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/RecipePanel/Mask/List/Wine_7/Name_Recipe
language",,霧花酒,Wolfbane Brew,ウルフベイン酒,울프베인 술,狼毒酒
lang_d749b5d7,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/RecipePanel/Mask/List/Wine_8/Name_Recipe
language",,太陽果皮酒,Sunpeel Ale,太陽の皮,선필 에일,太阳果皮酒
lang_f694a5ee,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/RecipePanel/Mask/List/Wine_9/Name_Recipe
language",,森林果實酒,Forest Berry Spirit,森の果実酒,숲의 열매주,森之果酒
lang_b2d43b54,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/RecipePanel/Mask/List/Wine_10/Name_Recipe
language",,宵之玫瑰酒,Rose Wine of Dusk,宵の薔薇酒,저녁의 장미주,宵之玫瑰酒
lang_996fef2a,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/RecipePanel/Title
language",,調酒祕方店,Secret Recipe Shop,秘伝レシピ店,칵테일 비법 상점,调酒秘方店
lang_31f44c9d,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/RecipePanel/Title_Button/Text (Legacy)
language",,继续,Continue,継続,계속하기,继续
lang_22fab9af,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/ReultBlack_Anto/Text (Legacy)
language",,牌桌仍會繼續，冒險也不會停止，但這一次……她不會再把你讓給任何人。,"The table remains, and the adventure goes on. But this time… she will never give you up to anyone else. ",カードテーブルはこれからも続き、冒険も終わらない。ただ今回は……彼女はもう、あなたを誰にも譲らない。,"카드 테이블은 계속되고, 모험도 끝나지 않는다. 하지만 이번에는… 그녀는 더 이상 당신을 누구에게도 넘기지 않을 것이다. ",牌桌可以继续，冒险也不会停止，只是这一次……她不再会把你让给任何人。
lang_c3c1e1bd,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/ReultBlack_Anto/next
language",,— 安托 攻略完成 —,— Anto Route Complete —,ー　アンバー　攻略完了　ー,— 앰버 공략 완료 —,— 安托 攻略完成 —
lang_c90c8dad,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/ReultBlack_Hetty/Text (Legacy)
language",,酒杯已空，牌局已盡。你贏得了一切，往後依舊可以與赫蒂過著打牌與經營酒館的日子。,"The glasses are empty, the game is over. You’ve won everything, and from now on, you can continue your days playing cards and running the tavern with Hetty. ",グラスは空になり、カードゲームも終わった。あなたはすべてを手に入れた。これからもヘティと共に、カード遊びと酒場経営の日々を過ごしていくことになるだろう。,"잔은 비었고, 카드판도 끝났다. 당신은 모든 것을 손에 넣었고, 앞으로도 헤티와 함께 카드 놀이와 주점 운영의 나날을 이어갈 것이다. ",酒杯已空，牌局已尽。你赢得了所有，今后依旧可以与赫蒂过着打牌与经营酒馆的日子。
lang_8997e3cb,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/ReultBlack_Hetty/next
language",,— 赫蒂 攻略完成 —,— Hetty Route Complete —,ー　へティー　攻略完了　ー,— 헤티 공략 완료 —,— 赫蒂 攻略完成 —
lang_3195eba3,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/ReultBlack_Alice/Text (Legacy)
language",,在醉狗酒館的最後一夜，愛麗絲為你穿上了純白的婚紗，她……已經徹底屬於你了。,"On the final night at the Drunken Dog Tavern, Alice dressed you in a pure white wedding gown. She… now belongs completely to you.",醉狗酒場の最後の夜、アリスは純白のウェディングドレスをあなたに着せた。彼女は……もう完全にあなたのものだ。,"한국어 취한 개 주점의 마지막 밤, 앨리스는 당신에게 순백의 웨딩드레스를 입혀주었다. 그녀는… 이제 완전히 당신의 것이다.",在醉狗酒馆的最后一夜，爱丽丝为你穿上了纯白的婚纱，她……已经彻底属于你了。
lang_9abb6131,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/ReultBlack_Alice/next
language",,— 愛麗絲 攻略完成 —,— Alice Route Complete —,ー　アリス　攻略完了　ー,— 앨리스 공략 완료 —,— 爱丽丝 攻略完成 —
lang_56e204b5,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/PauseMenu/Pause
language",,暂停,PAUSE,一時停止,일시정지,暂停
lang_b6515435,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/PauseMenu/BackMenu/Text (Legacy)
language",,返回主選單,Return to Title,タイトルへ戻る,타이틀로 돌아가기,返回主菜单
lang_99fa22c9,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/PauseMenu/Title_Setting_BGM/Text (Legacy) (1)
language",,BGM,BGM,BGM,BGM,BGM
lang_513c402c,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/PauseMenu/Title_Setting_SE/Text (Legacy) (2)
language",,効果音,Sound Effect,効果音,효과음,效果音
lang_d8eab1e4,,,"Assets/_StripCasino/Scenes/Spine.unity
Canvas/PauseMenu/Title_Setting_Voice/Text (Legacy) (2)
language",,語音,Voice,ボイス,보이스,语音
lang_bc3c4576,,,"Assets/_StripCasino/Prefabs/AVG.prefab
AVG/Black_Half/Skip/Text (Legacy) (1)
language",,跳過,Skip,スキップ,스킵,跳过
lang_cac9db3b,,,"Assets/_StripCasino/Prefabs/AVG.prefab
AVG/Name/Text_Me
language",,我,Me,わたし,나,我
lang_aec03d17,,,"Assets/_StripCasino/Prefabs/AVG.prefab
AVG/Name/Text_Anto
language",,安托,Anto,アント,안토,安托
lang_77cde019,,,"Assets/_StripCasino/Prefabs/AVG.prefab
AVG/Name/Text_Hetty
language",,赫蒂,Hetty,ヘティ,헤티,赫蒂
lang_a8f52203,,,"Assets/_StripCasino/Prefabs/AVG.prefab
AVG/Name/Text_Alice
language",,愛麗絲,Alice,アリス,앨리스,爱丽丝
lang_c0804517,,,"Assets/_StripCasino/Prefabs/AVG.prefab
AVG/Name/Text_BlackMarketer
language",,黑市商人,BlackMarketer,闇商人,암시장 상인,黑市商人
lang_5cbcfc1e,,,"Assets/_StripCasino/Prefabs/AVG.prefab
AVG/Name/Text_NPC_1
language",,隊友,Mate,メンバー,팀원,队友
lang_63d7caa1,,,"Assets/_StripCasino/Prefabs/AVG.prefab
AVG/Name/Text_NPC_2
language",,隊友,Mate,メンバー,팀원,队友
lang_0dec1211,,,"Assets/_StripCasino/Prefabs/Item.prefab
Item/Buy/Text (Legacy) (1)
language",,購買,Buy,購入,구매,购买
lang_b79a6bf5,,,"Assets/_StripCasino/Prefabs/TutorialPanel.prefab
TutorialPanel/Title_Setting/All/BasicRule/Text (Legacy)
language",,基本規則(Basic Rules),Basic Rules, 基本ルール (Basic Rules),기본 규칙(Basic Rules),基本规则(Basic Rules)
lang_208edb14,,,"Assets/_StripCasino/Prefabs/TutorialPanel.prefab
TutorialPanel/Title_Setting/All/DoubleDown/Text (Legacy)
language",,加倍（Double Down）,Double Down,ダブル（Double Down）,더블 다운 (Double Down),加倍（Double Down）
lang_0e89111d,,,"Assets/_StripCasino/Prefabs/TutorialPanel.prefab
TutorialPanel/Title_Setting/All/Insurance/Text (Legacy)
language",,保險（Insurance）,Insurance,インシュランス（Insurance）,인슈어런스 (Insurance),保险（Insurance）
lang_7cb3de99,,,"Assets/_StripCasino/Prefabs/TutorialPanel.prefab
TutorialPanel/Title_Setting/All/Split/Text (Legacy)
language",,分牌（Split）,Split,スプリット（Split）,스플릿 (Split),分牌（Split）
lang_7e64d767,,,"Assets/_StripCasino/Prefabs/TutorialPanel.prefab
TutorialPanel/Title_Setting/All/Introduce_Anto/Text (Legacy)
language",,安托（Anto）,Anto,アンバー（Anto）,앰버 (Anto),安托（Anto）
lang_4ab63075,,,"Assets/_StripCasino/Prefabs/TutorialPanel.prefab
TutorialPanel/Title_Setting/All/Introduce_Hetty/Text (Legacy)
language",,赫蒂（Hetty）,Hetty,ヘディー（Hetty）,헤디 (Hetty),赫蒂（Hetty）
lang_644ec62b,,,"Assets/_StripCasino/Prefabs/TutorialPanel.prefab
TutorialPanel/Title_Setting/All/Introduce_Alice/Text (Legacy)
language",,愛麗絲（Alice）,Alice,アリス（Alice）,앨리스 (Alice),爱丽丝（Alice）
lang_d765575e,,,"Assets/_StripCasino/Prefabs/TutorialPanel.prefab
TutorialPanel/Title_Setting/All/Item/Text (Legacy)
language",,道具戰術,Item Tactics,アイテム戦術,아이템 전술,道具战术
